startTime :2015-01-14 12:31:15 || endTime :2015-01-14 13:31:15 || tweets/hour :1 || average # followers :69
startTime :2015-01-25 08:31:15 || endTime :2015-01-25 09:31:15 || tweets/hour :3 || average # followers :111
startTime :2015-01-25 09:31:15 || endTime :2015-01-25 10:31:15 || tweets/hour :4 || average # followers :962
startTime :2015-01-25 10:31:15 || endTime :2015-01-25 11:31:15 || tweets/hour :3 || average # followers :152
startTime :2015-01-25 11:31:15 || endTime :2015-01-25 12:31:15 || tweets/hour :6 || average # followers :617
startTime :2015-01-25 12:31:15 || endTime :2015-01-25 13:31:15 || tweets/hour :5 || average # followers :2257
startTime :2015-01-25 13:31:15 || endTime :2015-01-25 14:31:15 || tweets/hour :10 || average # followers :900
startTime :2015-01-25 14:31:15 || endTime :2015-01-25 15:31:15 || tweets/hour :30 || average # followers :14617
startTime :2015-01-25 15:31:15 || endTime :2015-01-25 16:31:15 || tweets/hour :64 || average # followers :24418
startTime :2015-01-25 16:31:15 || endTime :2015-01-25 17:31:15 || tweets/hour :87 || average # followers :11631
startTime :2015-01-25 17:31:15 || endTime :2015-01-25 18:31:15 || tweets/hour :141 || average # followers :4143
startTime :2015-01-25 18:31:15 || endTime :2015-01-25 19:31:15 || tweets/hour :92 || average # followers :7869
startTime :2015-01-25 19:31:15 || endTime :2015-01-25 20:31:15 || tweets/hour :84 || average # followers :7485
startTime :2015-01-25 20:31:15 || endTime :2015-01-25 21:31:15 || tweets/hour :78 || average # followers :226012
startTime :2015-01-25 21:31:15 || endTime :2015-01-25 22:31:15 || tweets/hour :114 || average # followers :12907
startTime :2015-01-25 22:31:15 || endTime :2015-01-25 23:31:15 || tweets/hour :104 || average # followers :18770
startTime :2015-01-25 23:31:15 || endTime :2015-01-26 00:31:15 || tweets/hour :39 || average # followers :30837
startTime :2015-01-26 00:31:15 || endTime :2015-01-26 01:31:15 || tweets/hour :44 || average # followers :4197
startTime :2015-01-26 01:31:15 || endTime :2015-01-26 02:31:15 || tweets/hour :55 || average # followers :681
startTime :2015-01-26 02:31:15 || endTime :2015-01-26 03:31:15 || tweets/hour :50 || average # followers :2300
startTime :2015-01-26 03:31:15 || endTime :2015-01-26 04:31:15 || tweets/hour :45 || average # followers :583
startTime :2015-01-26 04:31:15 || endTime :2015-01-26 05:31:15 || tweets/hour :52 || average # followers :1134
startTime :2015-01-26 05:31:15 || endTime :2015-01-26 06:31:15 || tweets/hour :27 || average # followers :1139
startTime :2015-01-26 06:31:15 || endTime :2015-01-26 07:31:15 || tweets/hour :30 || average # followers :1197
startTime :2015-01-26 07:31:15 || endTime :2015-01-26 08:31:15 || tweets/hour :12 || average # followers :1251
startTime :2015-01-26 08:31:15 || endTime :2015-01-26 09:31:15 || tweets/hour :7 || average # followers :256
startTime :2015-01-26 09:31:15 || endTime :2015-01-26 10:31:15 || tweets/hour :15 || average # followers :980
startTime :2015-01-26 10:31:15 || endTime :2015-01-26 11:31:15 || tweets/hour :12 || average # followers :15351
startTime :2015-01-26 11:31:15 || endTime :2015-01-26 12:31:15 || tweets/hour :18 || average # followers :13538
startTime :2015-01-26 12:31:15 || endTime :2015-01-26 13:31:15 || tweets/hour :21 || average # followers :4273
startTime :2015-01-26 13:31:15 || endTime :2015-01-26 14:31:15 || tweets/hour :27 || average # followers :8559
startTime :2015-01-26 14:31:15 || endTime :2015-01-26 15:31:15 || tweets/hour :32 || average # followers :3553
startTime :2015-01-26 15:31:15 || endTime :2015-01-26 16:31:15 || tweets/hour :69 || average # followers :7746
startTime :2015-01-26 16:31:15 || endTime :2015-01-26 17:31:15 || tweets/hour :58 || average # followers :40245
startTime :2015-01-26 17:31:15 || endTime :2015-01-26 18:31:15 || tweets/hour :67 || average # followers :3980
startTime :2015-01-26 18:31:15 || endTime :2015-01-26 19:31:15 || tweets/hour :74 || average # followers :23955
startTime :2015-01-26 19:31:15 || endTime :2015-01-26 20:31:15 || tweets/hour :80 || average # followers :8084
startTime :2015-01-26 20:31:15 || endTime :2015-01-26 21:31:15 || tweets/hour :26 || average # followers :7288
startTime :2015-01-26 21:31:15 || endTime :2015-01-26 22:31:15 || tweets/hour :109 || average # followers :27097
startTime :2015-01-26 22:31:15 || endTime :2015-01-26 23:31:15 || tweets/hour :108 || average # followers :163950
startTime :2015-01-26 23:31:15 || endTime :2015-01-27 00:31:15 || tweets/hour :49 || average # followers :5032
startTime :2015-01-27 00:31:15 || endTime :2015-01-27 01:31:15 || tweets/hour :114 || average # followers :20672
startTime :2015-01-27 01:31:15 || endTime :2015-01-27 02:31:15 || tweets/hour :75 || average # followers :9106
startTime :2015-01-27 02:31:15 || endTime :2015-01-27 03:31:15 || tweets/hour :72 || average # followers :3907
startTime :2015-01-27 03:31:15 || endTime :2015-01-27 04:31:15 || tweets/hour :83 || average # followers :12103
startTime :2015-01-27 04:31:15 || endTime :2015-01-27 05:31:15 || tweets/hour :50 || average # followers :14599
startTime :2015-01-27 05:31:15 || endTime :2015-01-27 06:31:15 || tweets/hour :40 || average # followers :1776
startTime :2015-01-27 06:31:15 || endTime :2015-01-27 07:31:15 || tweets/hour :35 || average # followers :1645
startTime :2015-01-27 07:31:15 || endTime :2015-01-27 08:31:15 || tweets/hour :14 || average # followers :5057
startTime :2015-01-27 08:31:15 || endTime :2015-01-27 09:31:15 || tweets/hour :8 || average # followers :199
startTime :2015-01-27 09:31:15 || endTime :2015-01-27 10:31:15 || tweets/hour :5 || average # followers :643
startTime :2015-01-27 10:31:15 || endTime :2015-01-27 11:31:15 || tweets/hour :11 || average # followers :116642
startTime :2015-01-27 11:31:15 || endTime :2015-01-27 12:31:15 || tweets/hour :20 || average # followers :9161
startTime :2015-01-27 12:31:15 || endTime :2015-01-27 13:31:15 || tweets/hour :19 || average # followers :1181
startTime :2015-01-27 13:31:15 || endTime :2015-01-27 14:31:15 || tweets/hour :33 || average # followers :281386
startTime :2015-01-27 14:31:15 || endTime :2015-01-27 15:31:15 || tweets/hour :48 || average # followers :4898
startTime :2015-01-27 15:31:15 || endTime :2015-01-27 16:31:15 || tweets/hour :65 || average # followers :5687
startTime :2015-01-27 16:31:15 || endTime :2015-01-27 17:31:15 || tweets/hour :111 || average # followers :17054
startTime :2015-01-27 17:31:15 || endTime :2015-01-27 18:31:15 || tweets/hour :162 || average # followers :6631
startTime :2015-01-27 18:31:15 || endTime :2015-01-27 19:31:15 || tweets/hour :208 || average # followers :9484
startTime :2015-01-27 19:31:15 || endTime :2015-01-27 20:31:15 || tweets/hour :242 || average # followers :12740
startTime :2015-01-27 20:31:15 || endTime :2015-01-27 21:31:15 || tweets/hour :131 || average # followers :9396
startTime :2015-01-27 21:31:15 || endTime :2015-01-27 22:31:15 || tweets/hour :89 || average # followers :9617
startTime :2015-01-27 22:31:15 || endTime :2015-01-27 23:31:15 || tweets/hour :161 || average # followers :178924
startTime :2015-01-27 23:31:15 || endTime :2015-01-28 00:31:15 || tweets/hour :74 || average # followers :6366
startTime :2015-01-28 00:31:15 || endTime :2015-01-28 01:31:15 || tweets/hour :76 || average # followers :122906
startTime :2015-01-28 01:31:15 || endTime :2015-01-28 02:31:15 || tweets/hour :98 || average # followers :4302
startTime :2015-01-28 02:31:15 || endTime :2015-01-28 03:31:15 || tweets/hour :54 || average # followers :9912
startTime :2015-01-28 03:31:15 || endTime :2015-01-28 04:31:15 || tweets/hour :61 || average # followers :4384
startTime :2015-01-28 04:31:15 || endTime :2015-01-28 05:31:15 || tweets/hour :47 || average # followers :1521
startTime :2015-01-28 05:31:15 || endTime :2015-01-28 06:31:15 || tweets/hour :42 || average # followers :4897
startTime :2015-01-28 06:31:15 || endTime :2015-01-28 07:31:15 || tweets/hour :24 || average # followers :1236
startTime :2015-01-28 07:31:15 || endTime :2015-01-28 08:31:15 || tweets/hour :8 || average # followers :6045
startTime :2015-01-28 08:31:15 || endTime :2015-01-28 09:31:15 || tweets/hour :15 || average # followers :515
startTime :2015-01-28 09:31:15 || endTime :2015-01-28 10:31:15 || tweets/hour :5 || average # followers :753
startTime :2015-01-28 10:31:15 || endTime :2015-01-28 11:31:15 || tweets/hour :14 || average # followers :1004
startTime :2015-01-28 11:31:15 || endTime :2015-01-28 12:31:15 || tweets/hour :20 || average # followers :40169
startTime :2015-01-28 12:31:15 || endTime :2015-01-28 13:31:15 || tweets/hour :34 || average # followers :4310
startTime :2015-01-28 13:31:15 || endTime :2015-01-28 14:31:15 || tweets/hour :9 || average # followers :3140
startTime :2015-01-28 14:31:15 || endTime :2015-01-28 15:31:15 || tweets/hour :59 || average # followers :50296
startTime :2015-01-28 15:31:15 || endTime :2015-01-28 16:31:15 || tweets/hour :79 || average # followers :5121
startTime :2015-01-28 16:31:15 || endTime :2015-01-28 17:31:15 || tweets/hour :92 || average # followers :4344
startTime :2015-01-28 17:31:15 || endTime :2015-01-28 18:31:15 || tweets/hour :151 || average # followers :25958
startTime :2015-01-28 18:31:15 || endTime :2015-01-28 19:31:15 || tweets/hour :118 || average # followers :7992
startTime :2015-01-28 19:31:15 || endTime :2015-01-28 20:31:15 || tweets/hour :103 || average # followers :4117
startTime :2015-01-28 20:31:15 || endTime :2015-01-28 21:31:15 || tweets/hour :124 || average # followers :7099
startTime :2015-01-28 21:31:15 || endTime :2015-01-28 22:31:15 || tweets/hour :96 || average # followers :17998
startTime :2015-01-28 22:31:15 || endTime :2015-01-28 23:31:15 || tweets/hour :124 || average # followers :10934
startTime :2015-01-28 23:31:15 || endTime :2015-01-29 00:31:15 || tweets/hour :81 || average # followers :215540
startTime :2015-01-29 00:31:15 || endTime :2015-01-29 01:31:15 || tweets/hour :94 || average # followers :23904
startTime :2015-01-29 01:31:15 || endTime :2015-01-29 02:31:15 || tweets/hour :88 || average # followers :5831
startTime :2015-01-29 02:31:15 || endTime :2015-01-29 03:31:15 || tweets/hour :82 || average # followers :25837
startTime :2015-01-29 03:31:15 || endTime :2015-01-29 04:31:15 || tweets/hour :41 || average # followers :5603
startTime :2015-01-29 04:31:15 || endTime :2015-01-29 05:31:15 || tweets/hour :5 || average # followers :4971
startTime :2015-01-29 05:31:15 || endTime :2015-01-29 06:31:15 || tweets/hour :5 || average # followers :185209
startTime :2015-01-29 06:31:15 || endTime :2015-01-29 07:31:15 || tweets/hour :4 || average # followers :75346
startTime :2015-01-29 07:31:15 || endTime :2015-01-29 08:31:15 || tweets/hour :23 || average # followers :13689
startTime :2015-01-29 08:31:15 || endTime :2015-01-29 09:31:15 || tweets/hour :74 || average # followers :3447
startTime :2015-01-29 09:31:15 || endTime :2015-01-29 10:31:15 || tweets/hour :53 || average # followers :37244
startTime :2015-01-29 10:31:15 || endTime :2015-01-29 11:31:15 || tweets/hour :75 || average # followers :4090
startTime :2015-01-29 11:31:15 || endTime :2015-01-29 12:31:15 || tweets/hour :120 || average # followers :11139
startTime :2015-01-29 12:31:15 || endTime :2015-01-29 13:31:15 || tweets/hour :170 || average # followers :13503
startTime :2015-01-29 13:31:15 || endTime :2015-01-29 14:31:15 || tweets/hour :208 || average # followers :13335
startTime :2015-01-29 14:31:15 || endTime :2015-01-29 15:31:15 || tweets/hour :407 || average # followers :24433
startTime :2015-01-29 15:31:15 || endTime :2015-01-29 16:31:15 || tweets/hour :564 || average # followers :28527
startTime :2015-01-29 16:31:15 || endTime :2015-01-29 17:31:15 || tweets/hour :688 || average # followers :27721
startTime :2015-01-29 17:31:15 || endTime :2015-01-29 18:31:15 || tweets/hour :817 || average # followers :34701
startTime :2015-01-29 18:31:15 || endTime :2015-01-29 19:31:15 || tweets/hour :768 || average # followers :31559
startTime :2015-01-29 19:31:15 || endTime :2015-01-29 20:31:15 || tweets/hour :537 || average # followers :87245
startTime :2015-01-29 20:31:15 || endTime :2015-01-29 21:31:15 || tweets/hour :568 || average # followers :22831
startTime :2015-01-29 21:31:15 || endTime :2015-01-29 22:31:15 || tweets/hour :697 || average # followers :79900
startTime :2015-01-29 22:31:15 || endTime :2015-01-29 23:31:15 || tweets/hour :714 || average # followers :38654
startTime :2015-01-29 23:31:15 || endTime :2015-01-30 00:31:15 || tweets/hour :640 || average # followers :44371
startTime :2015-01-30 00:31:15 || endTime :2015-01-30 01:31:15 || tweets/hour :778 || average # followers :42307
startTime :2015-01-30 01:31:15 || endTime :2015-01-30 02:31:15 || tweets/hour :435 || average # followers :65766
startTime :2015-01-30 02:31:15 || endTime :2015-01-30 03:31:15 || tweets/hour :503 || average # followers :37962
startTime :2015-01-30 03:31:15 || endTime :2015-01-30 04:31:15 || tweets/hour :597 || average # followers :25998
startTime :2015-01-30 04:31:15 || endTime :2015-01-30 05:31:15 || tweets/hour :59 || average # followers :52633
startTime :2015-01-30 05:31:15 || endTime :2015-01-30 06:31:15 || tweets/hour :371 || average # followers :8586
startTime :2015-01-30 06:31:15 || endTime :2015-01-30 07:31:15 || tweets/hour :183 || average # followers :8249
startTime :2015-01-30 07:31:15 || endTime :2015-01-30 08:31:15 || tweets/hour :134 || average # followers :9858
startTime :2015-01-30 08:31:15 || endTime :2015-01-30 09:31:15 || tweets/hour :81 || average # followers :27878
startTime :2015-01-30 09:31:15 || endTime :2015-01-30 10:31:15 || tweets/hour :86 || average # followers :3545
startTime :2015-01-30 10:31:15 || endTime :2015-01-30 11:31:15 || tweets/hour :112 || average # followers :45146
startTime :2015-01-30 11:31:15 || endTime :2015-01-30 12:31:15 || tweets/hour :173 || average # followers :36182
startTime :2015-01-30 12:31:15 || endTime :2015-01-30 13:31:15 || tweets/hour :75 || average # followers :20368
startTime :2015-01-30 13:31:15 || endTime :2015-01-30 14:31:15 || tweets/hour :71 || average # followers :60860
startTime :2015-01-30 14:31:15 || endTime :2015-01-30 15:31:15 || tweets/hour :563 || average # followers :84366
startTime :2015-01-30 15:31:15 || endTime :2015-01-30 16:31:15 || tweets/hour :1007 || average # followers :41233
startTime :2015-01-30 16:31:15 || endTime :2015-01-30 17:31:15 || tweets/hour :825 || average # followers :36116
startTime :2015-01-30 17:31:15 || endTime :2015-01-30 18:31:15 || tweets/hour :620 || average # followers :64578
startTime :2015-01-30 18:31:15 || endTime :2015-01-30 19:31:15 || tweets/hour :1210 || average # followers :23900
startTime :2015-01-30 19:31:15 || endTime :2015-01-30 20:31:15 || tweets/hour :1187 || average # followers :30956
startTime :2015-01-30 20:31:15 || endTime :2015-01-30 21:31:15 || tweets/hour :1009 || average # followers :33418
startTime :2015-01-30 21:31:15 || endTime :2015-01-30 22:31:15 || tweets/hour :937 || average # followers :56561
startTime :2015-01-30 22:31:15 || endTime :2015-01-30 23:31:15 || tweets/hour :759 || average # followers :53347
startTime :2015-01-30 23:31:15 || endTime :2015-01-31 00:31:15 || tweets/hour :594 || average # followers :37292
startTime :2015-01-31 00:31:15 || endTime :2015-01-31 01:31:15 || tweets/hour :94 || average # followers :234898
startTime :2015-01-31 01:31:15 || endTime :2015-01-31 02:31:15 || tweets/hour :167 || average # followers :61975
startTime :2015-01-31 02:31:15 || endTime :2015-01-31 03:31:15 || tweets/hour :125 || average # followers :170419
startTime :2015-01-31 03:31:15 || endTime :2015-01-31 04:31:15 || tweets/hour :122 || average # followers :121979
startTime :2015-01-31 04:31:15 || endTime :2015-01-31 05:31:15 || tweets/hour :121 || average # followers :18440
startTime :2015-01-31 05:31:15 || endTime :2015-01-31 06:31:15 || tweets/hour :97 || average # followers :156573
startTime :2015-01-31 06:31:15 || endTime :2015-01-31 07:31:15 || tweets/hour :43 || average # followers :16170
startTime :2015-01-31 07:31:15 || endTime :2015-01-31 08:31:15 || tweets/hour :50 || average # followers :32299
startTime :2015-01-31 08:31:15 || endTime :2015-01-31 09:31:15 || tweets/hour :40 || average # followers :1550
startTime :2015-01-31 09:31:15 || endTime :2015-01-31 10:31:15 || tweets/hour :34 || average # followers :11437
startTime :2015-01-31 10:31:15 || endTime :2015-01-31 11:31:15 || tweets/hour :22 || average # followers :7095
startTime :2015-01-31 11:31:15 || endTime :2015-01-31 12:31:15 || tweets/hour :39 || average # followers :3053
startTime :2015-01-31 12:31:15 || endTime :2015-01-31 13:31:15 || tweets/hour :48 || average # followers :9897
startTime :2015-01-31 13:31:15 || endTime :2015-01-31 14:31:15 || tweets/hour :70 || average # followers :54140
startTime :2015-01-31 14:31:15 || endTime :2015-01-31 15:31:15 || tweets/hour :118 || average # followers :45627
startTime :2015-01-31 15:31:15 || endTime :2015-01-31 16:31:15 || tweets/hour :197 || average # followers :76328
startTime :2015-01-31 16:31:15 || endTime :2015-01-31 17:31:15 || tweets/hour :227 || average # followers :35193
startTime :2015-01-31 17:31:15 || endTime :2015-01-31 18:31:15 || tweets/hour :245 || average # followers :109292
startTime :2015-01-31 18:31:15 || endTime :2015-01-31 19:31:15 || tweets/hour :280 || average # followers :86105
startTime :2015-01-31 19:31:15 || endTime :2015-01-31 20:31:15 || tweets/hour :331 || average # followers :89327
startTime :2015-01-31 20:31:15 || endTime :2015-01-31 21:31:15 || tweets/hour :379 || average # followers :90537
startTime :2015-01-31 21:31:15 || endTime :2015-01-31 22:31:15 || tweets/hour :341 || average # followers :61429
startTime :2015-01-31 22:31:15 || endTime :2015-01-31 23:31:15 || tweets/hour :357 || average # followers :62304
startTime :2015-01-31 23:31:15 || endTime :2015-02-01 00:31:15 || tweets/hour :573 || average # followers :56888
startTime :2015-02-01 00:31:15 || endTime :2015-02-01 01:31:15 || tweets/hour :893 || average # followers :37997
startTime :2015-02-01 01:31:15 || endTime :2015-02-01 02:31:15 || tweets/hour :955 || average # followers :18615
startTime :2015-02-01 02:31:15 || endTime :2015-02-01 03:31:15 || tweets/hour :697 || average # followers :19666
startTime :2015-02-01 03:31:15 || endTime :2015-02-01 04:31:15 || tweets/hour :547 || average # followers :32735
startTime :2015-02-01 04:31:15 || endTime :2015-02-01 05:31:15 || tweets/hour :732 || average # followers :47695
startTime :2015-02-01 05:31:15 || endTime :2015-02-01 06:31:15 || tweets/hour :685 || average # followers :36474
startTime :2015-02-01 06:31:15 || endTime :2015-02-01 07:31:15 || tweets/hour :503 || average # followers :8111
startTime :2015-02-01 07:31:15 || endTime :2015-02-01 08:31:15 || tweets/hour :486 || average # followers :47461
startTime :2015-02-01 08:31:15 || endTime :2015-02-01 09:31:15 || tweets/hour :459 || average # followers :11426
startTime :2015-02-01 09:31:15 || endTime :2015-02-01 10:31:15 || tweets/hour :308 || average # followers :21657
startTime :2015-02-01 10:31:15 || endTime :2015-02-01 11:31:15 || tweets/hour :347 || average # followers :8946
startTime :2015-02-01 11:31:15 || endTime :2015-02-01 12:31:15 || tweets/hour :400 || average # followers :5006
startTime :2015-02-01 12:31:15 || endTime :2015-02-01 13:31:15 || tweets/hour :788 || average # followers :32460
startTime :2015-02-01 13:31:15 || endTime :2015-02-01 14:31:15 || tweets/hour :1585 || average # followers :19597
startTime :2015-02-01 14:31:15 || endTime :2015-02-01 15:31:15 || tweets/hour :2319 || average # followers :14976
startTime :2015-02-01 15:31:15 || endTime :2015-02-01 16:31:15 || tweets/hour :2914 || average # followers :17730
startTime :2015-02-01 16:31:15 || endTime :2015-02-01 17:31:15 || tweets/hour :1409 || average # followers :52494
startTime :2015-02-01 17:31:15 || endTime :2015-02-01 18:31:15 || tweets/hour :4502 || average # followers :27737
startTime :2015-02-01 18:31:15 || endTime :2015-02-01 19:31:15 || tweets/hour :74374 || average # followers :1852
startTime :2015-02-01 19:31:15 || endTime :2015-02-01 20:31:15 || tweets/hour :110426 || average # followers :1701
startTime :2015-02-01 20:31:15 || endTime :2015-02-01 21:31:15 || tweets/hour :84645 || average # followers :2264
startTime :2015-02-01 21:31:15 || endTime :2015-02-01 22:31:15 || tweets/hour :65776 || average # followers :5727
startTime :2015-02-01 22:31:15 || endTime :2015-02-01 23:31:15 || tweets/hour :84714 || average # followers :8348
startTime :2015-02-01 23:31:15 || endTime :2015-02-02 00:31:15 || tweets/hour :92759 || average # followers :11405
startTime :2015-02-02 00:31:15 || endTime :2015-02-02 01:31:15 || tweets/hour :98152 || average # followers :11973
startTime :2015-02-02 01:31:15 || endTime :2015-02-02 02:31:15 || tweets/hour :59976 || average # followers :15012
startTime :2015-02-02 02:31:15 || endTime :2015-02-02 03:31:15 || tweets/hour :37969 || average # followers :11273
startTime :2015-02-02 03:31:15 || endTime :2015-02-02 04:31:15 || tweets/hour :5768 || average # followers :19330
startTime :2015-02-02 04:31:15 || endTime :2015-02-02 05:31:15 || tweets/hour :4762 || average # followers :11923
startTime :2015-02-02 05:31:15 || endTime :2015-02-02 06:31:15 || tweets/hour :4128 || average # followers :10685
startTime :2015-02-02 06:31:15 || endTime :2015-02-02 07:31:15 || tweets/hour :2794 || average # followers :18958
startTime :2015-02-02 07:31:15 || endTime :2015-02-02 08:31:15 || tweets/hour :1540 || average # followers :14941
startTime :2015-02-02 08:31:15 || endTime :2015-02-02 09:31:15 || tweets/hour :1152 || average # followers :15821
startTime :2015-02-02 09:31:15 || endTime :2015-02-02 10:31:15 || tweets/hour :920 || average # followers :16983
startTime :2015-02-02 10:31:15 || endTime :2015-02-02 11:31:15 || tweets/hour :1171 || average # followers :22297
startTime :2015-02-02 11:31:15 || endTime :2015-02-02 12:31:15 || tweets/hour :1544 || average # followers :16148
startTime :2015-02-02 12:31:15 || endTime :2015-02-02 13:31:15 || tweets/hour :1906 || average # followers :30235
startTime :2015-02-02 13:31:15 || endTime :2015-02-02 14:31:15 || tweets/hour :1842 || average # followers :23295
startTime :2015-02-02 14:31:15 || endTime :2015-02-02 15:31:15 || tweets/hour :2417 || average # followers :16412
startTime :2015-02-02 15:31:15 || endTime :2015-02-02 16:31:15 || tweets/hour :1642 || average # followers :19714
startTime :2015-02-02 16:31:15 || endTime :2015-02-02 17:31:15 || tweets/hour :2699 || average # followers :16000
startTime :2015-02-02 17:31:15 || endTime :2015-02-02 18:31:15 || tweets/hour :2293 || average # followers :20180
startTime :2015-02-02 18:31:15 || endTime :2015-02-02 19:31:15 || tweets/hour :1859 || average # followers :12811
startTime :2015-02-02 19:31:15 || endTime :2015-02-02 20:31:15 || tweets/hour :1719 || average # followers :19255
startTime :2015-02-02 20:31:15 || endTime :2015-02-02 21:31:15 || tweets/hour :1503 || average # followers :36479
startTime :2015-02-02 21:31:15 || endTime :2015-02-02 22:31:15 || tweets/hour :1500 || average # followers :29119
startTime :2015-02-02 22:31:15 || endTime :2015-02-02 23:31:15 || tweets/hour :1347 || average # followers :20297
startTime :2015-02-02 23:31:15 || endTime :2015-02-03 00:31:15 || tweets/hour :1192 || average # followers :13920
startTime :2015-02-03 00:31:15 || endTime :2015-02-03 01:31:15 || tweets/hour :1278 || average # followers :17494
startTime :2015-02-03 01:31:15 || endTime :2015-02-03 02:31:15 || tweets/hour :923 || average # followers :24774
startTime :2015-02-03 02:31:15 || endTime :2015-02-03 03:31:15 || tweets/hour :867 || average # followers :9733
startTime :2015-02-03 03:31:15 || endTime :2015-02-03 04:31:15 || tweets/hour :751 || average # followers :23850
startTime :2015-02-03 04:31:15 || endTime :2015-02-03 05:31:15 || tweets/hour :500 || average # followers :33634
startTime :2015-02-03 05:31:15 || endTime :2015-02-03 06:31:15 || tweets/hour :422 || average # followers :87581
startTime :2015-02-03 06:31:15 || endTime :2015-02-03 07:31:15 || tweets/hour :281 || average # followers :39779
startTime :2015-02-03 07:31:15 || endTime :2015-02-03 08:31:15 || tweets/hour :152 || average # followers :41434
startTime :2015-02-03 08:31:15 || endTime :2015-02-03 09:31:15 || tweets/hour :140 || average # followers :44889
startTime :2015-02-03 09:31:15 || endTime :2015-02-03 10:31:15 || tweets/hour :94 || average # followers :19911
startTime :2015-02-03 10:31:15 || endTime :2015-02-03 11:31:15 || tweets/hour :128 || average # followers :4714
startTime :2015-02-03 11:31:15 || endTime :2015-02-03 12:31:15 || tweets/hour :207 || average # followers :12772
startTime :2015-02-03 12:31:15 || endTime :2015-02-03 13:31:15 || tweets/hour :239 || average # followers :21393
startTime :2015-02-03 13:31:15 || endTime :2015-02-03 14:31:15 || tweets/hour :323 || average # followers :32194
startTime :2015-02-03 14:31:15 || endTime :2015-02-03 15:31:15 || tweets/hour :403 || average # followers :73546
startTime :2015-02-03 15:31:15 || endTime :2015-02-03 16:31:15 || tweets/hour :501 || average # followers :16552
startTime :2015-02-03 16:31:15 || endTime :2015-02-03 17:31:15 || tweets/hour :514 || average # followers :30741
startTime :2015-02-03 17:31:15 || endTime :2015-02-03 18:31:15 || tweets/hour :569 || average # followers :31385
startTime :2015-02-03 18:31:15 || endTime :2015-02-03 19:31:15 || tweets/hour :449 || average # followers :37756
startTime :2015-02-03 19:31:15 || endTime :2015-02-03 20:31:15 || tweets/hour :374 || average # followers :48803
startTime :2015-02-03 20:31:15 || endTime :2015-02-03 21:31:15 || tweets/hour :395 || average # followers :48759
startTime :2015-02-03 21:31:15 || endTime :2015-02-03 22:31:15 || tweets/hour :404 || average # followers :30961
startTime :2015-02-03 22:31:15 || endTime :2015-02-03 23:31:15 || tweets/hour :250 || average # followers :84728
startTime :2015-02-03 23:31:15 || endTime :2015-02-04 00:31:15 || tweets/hour :259 || average # followers :57880
startTime :2015-02-04 00:31:15 || endTime :2015-02-04 01:31:15 || tweets/hour :289 || average # followers :75388
startTime :2015-02-04 01:31:15 || endTime :2015-02-04 02:31:15 || tweets/hour :245 || average # followers :10777
startTime :2015-02-04 02:31:15 || endTime :2015-02-04 03:31:15 || tweets/hour :180 || average # followers :19717
startTime :2015-02-04 03:31:15 || endTime :2015-02-04 04:31:15 || tweets/hour :193 || average # followers :4767
startTime :2015-02-04 04:31:15 || endTime :2015-02-04 05:31:15 || tweets/hour :149 || average # followers :17290
startTime :2015-02-04 05:31:15 || endTime :2015-02-04 06:31:15 || tweets/hour :104 || average # followers :97540
startTime :2015-02-04 06:31:15 || endTime :2015-02-04 07:31:15 || tweets/hour :58 || average # followers :987
startTime :2015-02-04 07:31:15 || endTime :2015-02-04 08:31:15 || tweets/hour :53 || average # followers :178163
startTime :2015-02-04 08:31:15 || endTime :2015-02-04 09:31:15 || tweets/hour :45 || average # followers :1566
startTime :2015-02-04 09:31:15 || endTime :2015-02-04 10:31:15 || tweets/hour :40 || average # followers :2486
startTime :2015-02-04 10:31:15 || endTime :2015-02-04 11:31:15 || tweets/hour :28 || average # followers :1810
startTime :2015-02-04 11:31:15 || endTime :2015-02-04 12:31:15 || tweets/hour :48 || average # followers :4528
startTime :2015-02-04 12:31:15 || endTime :2015-02-04 13:31:15 || tweets/hour :90 || average # followers :7211
startTime :2015-02-04 13:31:15 || endTime :2015-02-04 14:31:15 || tweets/hour :126 || average # followers :5446
startTime :2015-02-04 14:31:15 || endTime :2015-02-04 15:31:15 || tweets/hour :144 || average # followers :16571
startTime :2015-02-04 15:31:15 || endTime :2015-02-04 16:31:15 || tweets/hour :207 || average # followers :13909
startTime :2015-02-04 16:31:15 || endTime :2015-02-04 17:31:15 || tweets/hour :243 || average # followers :17868
startTime :2015-02-04 17:31:15 || endTime :2015-02-04 18:31:15 || tweets/hour :220 || average # followers :14215
startTime :2015-02-04 18:31:15 || endTime :2015-02-04 19:31:15 || tweets/hour :271 || average # followers :20894
startTime :2015-02-04 19:31:15 || endTime :2015-02-04 20:31:15 || tweets/hour :167 || average # followers :57223
startTime :2015-02-04 20:31:15 || endTime :2015-02-04 21:31:15 || tweets/hour :111 || average # followers :97622
startTime :2015-02-04 21:31:15 || endTime :2015-02-04 22:31:15 || tweets/hour :151 || average # followers :34448
startTime :2015-02-04 22:31:15 || endTime :2015-02-04 23:31:15 || tweets/hour :130 || average # followers :19560
startTime :2015-02-04 23:31:15 || endTime :2015-02-05 00:31:15 || tweets/hour :201 || average # followers :52866
startTime :2015-02-05 00:31:15 || endTime :2015-02-05 01:31:15 || tweets/hour :111 || average # followers :20044
